Investor Name,Announced Date 
Innovacorp,2019-06-12
2019-06-12,MEDTEQ
2019-06-12,Affinity Investment Group
2019-06-12,TVC Capital
2019-06-12,Unilever Ventures
Anges Quebec,2019-06-12
2019-06-12,Anges Québec Capital
Innovacorp,2019-06-12
2019-06-12,MEDTEQ
Anges Quebec,2019-06-12
2019-06-12,Anges Québec Capital
Innovacorp,2019-06-12
2019-06-12,MEDTEQ
2019-06-12,AFI Capital Partners
2019-06-12,Flatiron Partners
2019-06-12,HALLEY Venture Partners
2019-06-12,WelCan Capital
JetBlue Technology Ventures,2019-06-12
2019-06-12,NFX
2019-06-12,overtime.vc
2019-06-12,5AM Ventures
2019-06-12,Agilent Technologies
2019-06-12,Cota Capital
2019-06-12,Roche Venture Fund
2019-06-12,Cambridge Innovation Capital
2019-06-12,IQ Capital
2019-06-12,National Grid Partners (NGP)
HPE Growth,2019-06-12
2019-06-12,HV Holtzbrinck Ventures
Kreos Capital,2019-06-12
2019-06-12,Velocity Capital Private Equity
2019-06-12,Chenavari Investment Managers
2019-06-12,Infinity Ventures Japan
2019-06-12,SQ Capital Group
GGV Capital,2019-06-12
2019-06-12,Baillie Gifford
Canada Pension Plan Investment Board,2019-06-12
Hyundai Motor Company,2019-06-12
2019-06-12,Kamet
2019-06-12,Doberman Forward
2019-06-12,Freedom Financial Network
Republic Labs,2019-06-12
2019-06-12,Runa Capital
2019-06-12,Bessemer Venture Partners
2019-06-12,Bregal Sagemount
Redhill Capital,2019-06-12
2019-06-12,Sunland Fund
2019-06-12,Brightlands Venture Partners
2019-06-12,Fransen Gerrits
2019-06-12,NV Industriebank LIOF
2019-06-12,Chicago Ventures
2019-06-12,G-Bar Ventures
2019-06-12,Group 11
2019-06-12,Oren Dobronsky
2019-06-12,Zeev Ventures
2019-06-12,Project A Ventures
2019-06-12,Talisman Capital
2019-06-12,Luminar Ventures
2019-06-12,Schibsted Growth
2019-06-12,Central Enterprise Poverty Alleviation Fund
2019-06-12,Hejun Capital
2019-06-12,Zero2IPO Ventures
2019-06-12,Zhongyu Capital
2019-06-12,OrbiMed
2019-06-12,ARCADIAN Fund
2019-06-12,Tuatara Capital
2019-06-12,Autotech Ventures
2019-06-12,Finch Capital
2019-06-12,Niraj Saran
2019-06-12,Baseline Ventures
2019-06-12,Stitch Fix
2019-06-12,PTC
Serent Capital,2019-06-12
Microgen Plc,2019-06-12
2019-06-12,European Investment Bank (EIB)
2019-06-12,Hiventures Investment Fund
Antler,2019-06-12
Antler,2019-06-12
BOHE Angel Fund,2019-06-12
Antler,2019-06-12
Antler,2019-06-12
2019-06-12,Muscular Dystrophy Association
2019-06-12,Massachusetts Life Sciences Center
2019-06-12,Joyceland
Antler,2019-06-12
2019-06-12,Canadian Space Agency
2019-06-12,Ginkgo Bioworks
2019-06-12,China Merchants Capital
2019-06-12,ABN AMRO Ventures
2019-06-12,CICC
2019-06-12,V-Capital
2019-06-12,Sahajanand Group
2019-06-12,MEIF Maven Debt Finance
2019-06-12,VinaCapital Ventures
2019-06-12,CHANEL
2019-06-12,Lightspeed India Partners
2019-06-12,BDC Venture Capital
2019-06-12,California Energy Commission
2019-06-12,Tekfen Ventures
2019-06-12,ANME
2019-06-12,Hiventures Investment Fund
2019-06-13,Alexandria Venture Investments
2019-06-13,Altitude Life Science Ventures
ARCH Venture Partners,2019-06-13
Biomatics Capital Partners,2019-06-13
GV,2019-06-13
2019-06-13,Johnson & Johnson Innovation – JJDC
Mercury Fund,2019-06-13
Polaris Partners,2019-06-13
2019-06-13,Premier Partners
2019-06-13,Vertex Ventures HC
Eleven,2019-06-13
Vassil Terziev,2019-06-13
2019-06-13,Alumni Ventures Group
Blue Ivy Ventures,2019-06-13
2019-06-13,Spike Ventures
Total Access Fund,2019-06-13
QNET,2019-06-13
ITOCHU Pulp & Paper,2019-06-13
2019-06-13,Crowdcube
Loyal VC,2019-06-13
2019-06-13,BlueTree Allied Angels
Chris Urmson,2019-06-13
Liberty Mutual Strategic Ventures,2019-06-13
Lockheed Martin Ventures,2019-06-13
Trucks Venture Capital,2019-06-13
Access Ventures,2019-06-13
2019-06-13,D3 Jubilee
Lending Ark Asia Secured Private Debt Fund,2019-06-13
Shinhan Invest,2019-06-13
Accomplice,2019-06-13
AXA Venture Partners,2019-06-13
2019-06-13,Evolution Equity Partners
2019-06-13,Intel Capital
2019-06-13,Riverwood Capital
Two Sigma Ventures,2019-06-13
2019-06-13,DT Capital Partners
2019-06-13,Eagles Fund
2019-06-13,Ether Capital
2019-06-13,K2VC
2019-06-13,Meridian Capital
2019-06-13,Plum Ventures
2019-06-13,Yunqi Partners
2019-06-13,Felix Bengtsson
2019-06-13,Gapminder VC
2019-06-13,Fort Ventures
2019-06-13,Founders Fund
Goodwater Capital,2019-06-13
Kleiner Perkins,2019-06-13
2019-06-13,Crowdcube
2019-06-13,LETA Capital
2019-06-13,Michael Antonov
Black Dragon Capital,2019-06-13
2019-06-13,Connecticut Innovations
2019-06-13,Ironwood Capital
2019-06-13,Mosaik Partners
2019-06-13,Amadeus Capital Partners
Cambridge Innovation Capital,2019-06-13
University of Cambridge Enterprise,2019-06-13
2019-06-13,500 Startups
2019-06-13,Savour Ventures
Daphni,2019-06-13
2019-06-13,Idinvest Partners
2019-06-13,Majycc eSanté Invest
Partech,2019-06-13
2019-06-13,Serena
Baumann & Cie,2019-06-13
Banquiers,2019-06-13
Fiba-Group,2019-06-13
2019-06-13,Jaquet Partners
Kurt Strecker,2019-06-13
2019-06-13,Marc Jaquet
Olivier Jaquet,2019-06-13
ACG Management,2019-06-13
Bpifrance,2019-06-13
2019-06-13,Alfabeat
2019-06-13,DAAL
Innovestor,2019-06-13
2019-06-13,DNA Capital
Alchemy Group,2019-06-13
Springfield Venture Fund,2019-06-13
2019-06-13,Market One Capital
Camber Creek,2019-06-13
2019-06-13,Grotech Ventures
2019-06-13,Relevance Capital
BnkToTheFuture,2019-06-13
2019-06-13,Charlie Lee
Coin Ninja,2019-06-13
Fulgur Ventures,2019-06-13
Bessemer Venture Partners,2019-06-13
2019-06-13,Salesforce Ventures
Bpifrance,2019-06-13
Elaia,2019-06-13
2019-06-13,SOSV
2019-06-13,Acadia Woods Partners
2019-06-13,BuildGroup
Interlock Partners,2019-06-13
2019-06-13,Macanta Investments
2019-06-13,You & Mr Jones Brandtech Ventures
Goodwell Investments,2019-06-13
2019-06-13,RGAx
2019-06-13,Umkhathi Wethu Ventures
2019-06-13,Savour Ventures
Baifuyuan Investment,2019-06-13
2019-06-13,Blueflame Capital
2019-06-13,Zhexin Equity Investment Management
2019-06-13,FinLab
Multiple Angels,2019-06-13
Augmentum Fintech,2019-06-13
2019-06-13,VentureFounders
AF Ventures (formerly AccelFoods),2019-06-13
2019-06-13,Public Investors
2019-06-13,Sprott Asset Management
2019-06-13,Addor Capital
Ameba Capital,2019-06-13
2019-06-13,CCID Phoenix Communications
Qidian Fund,2019-06-13
2019-06-13,Limerick Hill
2019-06-13,MayFive Holdings
Kleiner Perkins,2019-06-13
2019-06-13,Matt Rogers
2019-06-13,W. R. Berkley
2019-06-13,Gapminder VC
2019-06-13,ROCA Partners
High Alpha,2019-06-13
2019-06-13,Rise of the Rest
btov Partners,2019-06-13
2019-06-13,Digital+ Partners
2019-06-13,National Bank of Greece
2019-06-13,The Westly Group
2019-06-13,Breakout Labs
2019-06-13,Google.org
Pathfinder,2019-06-13
2019-06-13,Whitehorse Capital
The Charlotte W. Newcombe Foundation,2019-06-13
MaRS Investment Accelerator Fund,2019-06-13
2019-06-13,Microsoft
Meltwater Entrepreneurial School of Technology (MEST),2019-06-13
2019-06-13,Kohlberg Kravis Roberts
Meltwater Entrepreneurial School of Technology (MEST),2019-06-13
2019-06-13,Maryland Stem Cell Research Fund (MSCRF)
2019-06-13,Next Capital
Prudential Capital Partners,2019-06-13
2019-06-13,Hofan Venture
2019-06-13,Microsoft
2019-06-13,GP Capital
Meltwater Entrepreneurial School of Technology (MEST),2019-06-13
2019-06-13,Microsoft
Excelpoint Technology,2019-06-13
Augmentum Fintech,2019-06-13
Augmentum Fintech,2019-06-13
Jabbar Internet Group,2019-06-13
2019-06-13,Valor Capital Group
SalubrisBio,2019-06-13
Splash Capital,2019-06-13
2019-06-14,Capital Cell
2019-06-14,Vicente Montesinos
2019-06-14,Alpana Ventures
2019-06-14,Everpreneur Capital
2019-06-14,Grazia Equity
Mayo Clinic,2019-06-14
ARC Angel Fund,2019-06-14
ConsenSys,2019-06-14
Outlier Ventures,2019-06-14
2019-06-14,Xpring
2019-06-14,500 Startups
DBJ Capital,2019-06-14
J-POWER,2019-06-14
2019-06-14,Spiral Ventures
Kogito Ventures,2019-06-14
2019-06-14,Market One Capital
2019-06-14,Boost Heroes
2019-06-14,Club degli Investitori
Italian Angels for Growth,2019-06-14
2019-06-14,LVenture Group
2019-06-14,Ally Ventures
2019-06-14,IDOM Inc.
Pegasus Tech Ventures,2019-06-14
Peter Thiel,2019-06-14
HAL Investments,2019-06-14
Ally Bridge Group,2019-06-14
Hillhouse Capital Group,2019-06-14
OrbiMed,2019-06-14
6 Dimensions Capital,2019-06-14
Applied Ventures,2019-06-14
ARCH Venture Partners,2019-06-14
2019-06-14,Northpond Ventures
2019-06-14,Yonghua Capital
Merck for Mothers,2019-06-14
2019-06-14,Patrick Cheung
ZWC Partners,2019-06-14
2019-06-14,Xplorer Capital
Goodwater Capital,2019-06-14
Sam Altman,2019-06-14
2019-06-14,Alitheia Capital
2019-06-14,Breakthrough Energy Ventures
2019-06-14,Novastar Ventures
"Yamaha Motor Co.,",2019-06-14
2019-06-14,Zrosk Investment Management
e.ventures,2019-06-14
2019-06-14,Heartcore Capital
2019-06-14,HV Holtzbrinck Ventures
Partech,2019-06-14
2019-06-14,Avinash Anand
Fosun RZ Capital,2019-06-14
Mohit Tandon,2019-06-14
2019-06-14,10Fund
2019-06-14,Chengdu High-tech Zone Venture Angel Fund
2019-06-14,CITIC Capital Holdings
CVCapital,2019-06-14
2019-06-14,Korea Investment Partners
OXO Labs Ltd.,2019-06-14
2019-06-14,Huayi Brothers Media Group
2019-06-14,Orient Securities
Pusi Capital,2019-06-14
Yao Capital,2019-06-14
2019-06-14,Facebook
Gazprom-Media,2019-06-14
2019-06-14,500 Startups
KB Partners,2019-06-14
2019-06-14,Centene
National Express Group,2019-06-14
2019-06-14,BlueRun Ventures
2019-06-14,Legend Star
2019-06-14,Vision Knight Capital
DCM Ventures,2019-06-14
2019-06-14,Source Code Capital
2019-06-14,500 Startups
Schibsted Growth,2019-06-14
2019-06-14,China Creation Ventures (CCV)
Crystal Stream Capital,2019-06-14
2019-06-14,Sova Capital
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,U.S. Department of Agriculture
2019-06-14,FLY CAPITAL I
2019-06-14,Julian Edwards
2019-06-14,Genesis
2019-06-14,Greenberg Ventures
Rick & Bubba Show,2019-06-14
2019-06-14,Defense Threat Reduction Agency (DTRA)
Changrun Capital,2019-06-14
2019-06-14,SWK Holdings Corporation
2019-06-14,Capability and Innovation Fund
2019-06-14,Junyue Gongxiang
Luxembourg Space Agency,2019-06-14
2019-06-14,Asia Europe Industry and Trade Group
2019-06-14,Vinno Capital
2019-06-14,Capability and Innovation Fund
2019-06-14,Capability and Innovation Fund
Li Fan Investment,2019-06-14
2019-06-14,Capability and Innovation Fund
Oxford Angel Fund,2019-06-14
2019-06-14,National IT Industry Promotion Agency - NIPA
2019-06-14,Salem Partners
Hiventures Investment Fund,2019-06-14
Hiventures Investment Fund,2019-06-14
2019-06-14,Capability and Innovation Fund
Travis Howle,2019-06-15
2019-06-15,500 Startups
2019-06-15,D.CAMP
2019-06-15,Daekyo Investment
2019-06-15,Kakao Ventures
2019-06-15,KEB Hana Bank
2019-06-15,Woori Bank
5P Capital,2019-06-15
2019-06-15,Michael Schelper
2019-06-15,Rising Ventures
Spider Capital,2019-06-15
TLV Partners,2019-06-15
Connetic Ventures,2019-06-15
2019-06-15,Tamarak Capital
2019-06-15,ATX Venture Partners
2019-06-15,Challenjers Capital
2019-06-15,Panda Capital
India Alternatives Private Equity Fund,2019-06-15
Rannapo Partners,2019-06-15
2019-06-15,TRG Capital
Kevin Milden,2019-06-15
Bonsal Capital,2019-06-15
2019-06-15,StartUp HUB Poland
Crosspring,2019-06-15
ICOS Capital Management,2019-06-16
Mahindra Rise,2019-06-16
VI Partners AG,2019-06-16
Metro Cash & Carry,2019-06-16
2019-06-16,Russian Direct Investment Fund
500 Startups,2019-06-16
Imperial Capital,2019-06-16
OPTrust Private Markets Group,2019-06-16
Union Bay Partners,2019-06-16
Deutsche Handelsbank,2019-06-16
Resonetics,2019-06-16
CP Ventures,2019-06-16
2019-06-17,Atinum Investment
Devsisters Ventures,2019-06-17
2019-06-17,ID Ventures
2019-06-17,IMM
2019-06-17,Strong Ventures
2019-06-17,TBT
2019-06-17,Y Combinator
2019-06-17,0BS
2019-06-17,Avalancha Ventures
2019-06-17,Soldiers Field Angels
2019-06-17,Steffen Vollert
2019-06-17,DFJ Growth
2019-06-17,Founders Fund
2019-06-17,G Squared
GV,2019-06-17
2019-06-17,Maverick Ventures
2019-06-17,Mubadala Capital | Ventures US
2019-06-17,New Enterprise Associates
2019-06-17,PSP Investments
2019-06-17,SoftBank Vision Fund
2019-06-17,KSK Angel Fund
2019-06-17,Aster
2019-06-17,BNP Paribas Développement
2019-06-17,Bouygues Telecom Initiatives
2019-06-17,Caisse de Depot et Placement du Quebec
2019-06-17,First Ascent Associates
2019-06-17,HV Holtzbrinck Ventures
2019-06-17,National Bank of Canada
2019-06-17,Portag3 Ventures
2019-06-17,Walter Capital Partners
2019-06-17,White Star Capital
2019-06-17,Accel
2019-06-17,B Capital Group
Chiratae Ventures,2019-06-17
2019-06-17,Falcon Edge Capital
2019-06-17,Maverick Ventures
Omidyar Network,2019-06-17
2019-06-17,Qualcomm Ventures
2019-06-17,Sequoia Capital India
Centricus,2019-06-17
2019-06-17,New Enterprise Associates
Quadrille Capital,2019-06-17
2019-06-17,Accel
2019-06-17,Ellen Levy
2019-06-17,George Hu
2019-06-17,Greylock Partners
2019-06-17,Jay Simons
2019-06-17,Michael Ovitz
Slack Fund,2019-06-17
2019-06-17,Soraya Darabi
2019-06-17,SV Angel
2019-06-17,APX
2019-06-17,Auxxo
2019-06-17,Cherry Ventures
2019-06-17,BAM Ventures
2019-06-17,Clocktower Technology Ventures
2019-06-17,Balderton Capital
2019-06-17,Latitude
2019-06-17,Socii Capital
Taavet Hinrikus,2019-06-17
2019-06-17,Target Global
2019-06-17,Tom Stafford
2019-06-17,Amplio Ventures
2019-06-17,Kuo Sharper Fund
2019-06-17,Marigold Capital
2019-06-17,Next Wave Impact
Omidyar Network,2019-06-17
2019-06-17,Silicon Valley Social Venture Capital
2019-06-17,Ben Rubin
2019-06-17,Collaborative Fund
2019-06-17,Compound
Digital Currency Group,2019-06-17
2019-06-17,Libertus Capital
2019-06-17,Northzone
2019-06-17,Notation Capital
2019-06-17,StakeZero Ventures
2019-06-17,Patrick Cheung
2019-06-17,Crowdcube
2019-06-17,Daphni
Eutopia VC,2019-06-17
Partech,2019-06-17
2019-06-17,Qualgro VC
2019-06-17,FEED
2019-06-17,808 Ventures
2019-06-17,Boost Heroes
2019-06-17,Impulse VC
2019-06-17,The Aria Group
VentureSouq,2019-06-17
Entrepreneurs Roundtable Accelerator,2019-06-17
2019-06-17,Galaxy Holding Group
2019-06-17,Hejun Capital
2019-06-17,Huaxu Capital
2019-06-17,Matrix Partners China
2019-06-17,Rising Investments
2019-06-17,ZWC Partners
2019-06-17,Farview Equity Partners
2019-06-17,Silversmith Capital Partners
2019-06-17,Geekdom Fund
2019-06-17,Healthy Ventures
2019-06-17,Windham Venture Partners
Avrhm Capital,2019-06-17
Initialized Capital,2019-06-17
2019-06-17,Kima Ventures
2019-06-17,Lightspeed Venture Partners
2019-06-17,Y Combinator
2019-06-17,Imaginary Ventures
2019-06-17,Lerer Hippeau
2019-06-17,RRE Ventures
2019-06-17,Argo Ventures
2019-06-17,Clocktower Technology Ventures
2019-06-17,Portag3 Ventures
2019-06-17,Silicon Valley Bank
2019-06-17,White Star Capital
2019-06-17,Bill Shultz
2019-06-17,Jacob Schram
2019-06-17,Tellef Thorleifsson
2019-06-17,Tore Myrholt
2019-06-17,Bpifrance
Eurazeo,2019-06-17
Entrepreneurs Roundtable Accelerator,2019-06-17
2019-06-17,Axilor Ventures
2019-06-17,Pi Ventures
2019-06-17,The Chennai Angels
2019-06-17,Eight Roads Ventures
2019-06-17,Globis Capital Partners
SMBC Venture Capital,2019-06-17
2019-06-17,YJ Capital
2019-06-17,Digital Attraxion
2019-06-17,Florent Guillermain
2019-06-17,Jérôme Patenotte
2019-06-17,Rodolphe Besserve
2019-06-17,Sophie Mesnier Teissèdre
2019-06-17,David Tarascio
2019-06-17,Geoff Tarrant
2019-06-17,Leigh Jasper
2019-06-17,Robert Phillpot
2019-06-17,Helvetia Venture Fund
2019-06-17,Vinci Venture Capital
2019-06-17,500 Startups
2019-06-17,ECM Equity Capital
2019-06-17,BeAble Capital
2019-06-17,Adam Ayers
OneVentures,2019-06-17
2019-06-17,Entrepreneur First
Pelion Venture Partners,2019-06-17
2019-06-17,Japan Finance Corporation
2019-06-17,Mizuho Corporate Bank
2019-06-17,Resona Bank
2019-06-17,K1 Investment Management
2019-06-17,Robert Parkinson
2019-06-17,The Pritzker Organization
2019-06-17,Matrix Partners China
2019-06-17,Qiming Venture Partners
2019-06-17,ZhenFund
2019-06-17,Alteria Capital
2019-06-17,InnoStart Capital
2019-06-17,Panache Ventures
2019-06-17,Real Ventures
2019-06-17,Bertelsmann Asia Investments
Oriza Holdings,2019-06-17
2019-06-17,Welight Capital
2019-06-17,Seedrs
Business Finland,2019-06-17
2019-06-17,Leena Niemistö
2019-06-17,Beni VC
2019-06-17,Remeditex Ventures
2019-06-17,New Brunswick Innovation Foundation
2019-06-17,Krause und Kollegen
2019-06-17,Mittelständische Beteiligungsgesellschaft Niedersachsen (MBG)
2019-06-17,Invitalia Ventures
2019-06-17,Primomiglio SGR SpA
Kayne Partners,2019-06-17
2019-06-17,Baron Capital Management
2019-06-17,Axel Springer
2019-06-17,Cerberus Capital Management
2019-06-17,Lanjun Invest
2019-06-17,United Fund
2019-06-17,Amadeus Capital Partners
2019-06-17,Chris Huskilson
2019-06-17,Angels Capital
2019-06-17,Grupo Zriser
Entrepreneurs Roundtable Accelerator,2019-06-17
Entrepreneurs Roundtable Accelerator,2019-06-17
Entrepreneurs Roundtable Accelerator,2019-06-17
